#proteinId,gotermId,goName,gotermType,goAcc
jgi.p|Exode1|26,2306,gamma-glutamyltransferase activity,molecular_function,GO:0003840
jgi.p|Exode1|27,155,two-component response regulator activity,molecular_function,GO:0000156
jgi.p|Exode1|27,157,two-component signal transduction system (phosphorelay),biological_process,GO:0000160
jgi.p|Exode1|27,4504,"regulation of transcription, DNA-dependent",biological_process,GO:0006355
jgi.p|Exode1|27,3736,ATP binding,molecular_function,GO:0005524
jgi.p|Exode1|27,154,two-component sensor activity,molecular_function,GO:0000155
jgi.p|Exode1|27,5250,signal transduction,biological_process,GO:0007165
jgi.p|Exode1|27,9320,membrane,cellular_component,GO:0016020
jgi.p|Exode1|27,9581,phosphorylation,biological_process,GO:0016310
jgi.p|Exode1|27,9970,"transferase activity, transferring phosphorus-containing groups",molecular_function,GO:0016772
jgi.p|Exode1|27,3044,protein histidine kinase activity,molecular_function,GO:0004673
jgi.p|Exode1|27,10446,peptidyl-histidine phosphorylation,biological_process,GO:0018106
jgi.p|Exode1|27,3228,signal transducer activity,molecular_function,GO:0004871
jgi.p|Exode1|28,3664,copper ion transmembrane transporter activity,molecular_function,GO:0005375
jgi.p|Exode1|28,4940,copper ion transport,biological_process,GO:0006825
jgi.p|Exode1|28,9321,integral to membrane,cellular_component,GO:0016021
jgi.p|Exode1|29,3721,iron ion binding,molecular_function,GO:0005506
jgi.p|Exode1|29,4283,electron transport,biological_process,GO:0006118
jgi.p|Exode1|29,9321,integral to membrane,cellular_component,GO:0016021
jgi.p|Exode1|29,9710,oxidoreductase activity,molecular_function,GO:0016491
jgi.p|Exode1|29,23919,FAD binding,molecular_function,GO:0050660
jgi.p|Exode1|29,287,ferric-chelate reductase activity,molecular_function,GO:0000293
jgi.p|Exode1|30,162,nucleotide binding,molecular_function,GO:0000166
jgi.p|Exode1|30,3172,aminoacyl-tRNA ligase activity,molecular_function,GO:0004812
jgi.p|Exode1|30,3736,ATP binding,molecular_function,GO:0005524
jgi.p|Exode1|30,3930,cytoplasm,cellular_component,GO:0005737
jgi.p|Exode1|30,4556,translation,biological_process,GO:0006412
jgi.p|Exode1|30,4561,tRNA aminoacylation for protein translation,biological_process,GO:0006418
jgi.p|Exode1|30,3185,methionine-tRNA ligase activity,molecular_function,GO:0004825
jgi.p|Exode1|30,4574,methionyl-tRNA aminoacylation,biological_process,GO:0006431
jgi.p|Exode1|31,4650,amino acid metabolic process,biological_process,GO:0006520
jgi.p|Exode1|31,13063,pyridoxal phosphate binding,molecular_function,GO:0030170
jgi.p|Exode1|31,2290,catalytic activity,molecular_function,GO:0003824
jgi.p|Exode1|31,5830,metabolic process,biological_process,GO:0008152
jgi.p|Exode1|33,4927,transport,biological_process,GO:0006810
jgi.p|Exode1|33,9320,membrane,cellular_component,GO:0016020
jgi.p|Exode1|34,2216,RNA binding,molecular_function,GO:0003723
jgi.p|Exode1|34,2227,structural constituent of ribosome,molecular_function,GO:0003735
jgi.p|Exode1|34,3827,intracellular,cellular_component,GO:0005622
jgi.p|Exode1|34,4025,ribosome,cellular_component,GO:0005840
jgi.p|Exode1|34,4556,translation,biological_process,GO:0006412
jgi.p|Exode1|34,2175,nucleic acid binding,molecular_function,GO:0003676
jgi.p|Exode1|35,2233,peptidyl-prolyl cis-trans isomerase activity,molecular_function,GO:0003755
jgi.p|Exode1|35,4591,protein folding,biological_process,GO:0006457
jgi.p|Exode1|35,2975,cyclophilin,molecular_function,GO:0004600
jgi.p|Exode1|35,12948,FK506-sensitive peptidyl-prolyl cis-trans isomerase,molecular_function,GO:0030051
jgi.p|Exode1|35,17567,cyclophilin-type peptidyl-prolyl cis-trans isomerase activity,molecular_function,GO:0042027
jgi.p|Exode1|37,2175,nucleic acid binding,molecular_function,GO:0003676
jgi.p|Exode1|37,3736,ATP binding,molecular_function,GO:0005524
jgi.p|Exode1|37,5716,ATP-dependent helicase activity,molecular_function,GO:0008026
jgi.p|Exode1|37,2792,helicase activity,molecular_function,GO:0004386
jgi.p|Exode1|39,10145,thiol oxidase activity,molecular_function,GO:0016972
jgi.p|Exode1|40,2290,catalytic activity,molecular_function,GO:0003824
jgi.p|Exode1|40,5830,metabolic process,biological_process,GO:0008152
jgi.p|Exode1|40,2526,branched-chain-amino-acid transaminase activity,molecular_function,GO:0004084
jgi.p|Exode1|40,6690,branched chain family amino acid metabolic process,biological_process,GO:0009081
jgi.p|Exode1|44,9367,mRNA metabolic process,biological_process,GO:0016071
jgi.p|Exode1|44,13392,ribonucleoprotein complex,cellular_component,GO:0030529
jgi.p|Exode1|45,2227,structural constituent of ribosome,molecular_function,GO:0003735
jgi.p|Exode1|45,3827,intracellular,cellular_component,GO:0005622
jgi.p|Exode1|45,4025,ribosome,cellular_component,GO:0005840
jgi.p|Exode1|45,4556,translation,biological_process,GO:0006412
jgi.p|Exode1|48,2175,nucleic acid binding,molecular_function,GO:0003676
jgi.p|Exode1|48,2216,RNA binding,molecular_function,GO:0003723
jgi.p|Exode1|48,2228,translation initiation factor activity,molecular_function,GO:0003743
jgi.p|Exode1|48,4557,translational initiation,biological_process,GO:0006413
jgi.p|Exode1|49,3838,nucleus,cellular_component,GO:0005634
jgi.p|Exode1|50,3727,protein binding,molecular_function,GO:0005515
jgi.p|Exode1|50,5939,zinc ion binding,molecular_function,GO:0008270
jgi.p|Exode1|50,2175,nucleic acid binding,molecular_function,GO:0003676
jgi.p|Exode1|50,3827,intracellular,cellular_component,GO:0005622
jgi.p|Exode1|51,2176,DNA binding,molecular_function,GO:0003677
jgi.p|Exode1|51,3838,nucleus,cellular_component,GO:0005634
jgi.p|Exode1|51,4499,transcription,biological_process,GO:0006350
jgi.p|Exode1|51,5939,zinc ion binding,molecular_function,GO:0008270
jgi.p|Exode1|52,2176,DNA binding,molecular_function,GO:0003677
jgi.p|Exode1|52,3838,nucleus,cellular_component,GO:0005634
jgi.p|Exode1|52,4499,transcription,biological_process,GO:0006350
jgi.p|Exode1|52,5939,zinc ion binding,molecular_function,GO:0008270
jgi.p|Exode1|53,2176,DNA binding,molecular_function,GO:0003677
jgi.p|Exode1|53,3838,nucleus,cellular_component,GO:0005634
jgi.p|Exode1|53,4499,transcription,biological_process,GO:0006350
jgi.p|Exode1|53,5939,zinc ion binding,molecular_function,GO:0008270
jgi.p|Exode1|57,3827,intracellular,cellular_component,GO:0005622
jgi.p|Exode1|57,5250,signal transduction,biological_process,GO:0007165
jgi.p|Exode1|57,5323,intracellular signaling cascade,biological_process,GO:0007242
jgi.p|Exode1|58,281,magnesium ion binding,molecular_function,GO:0000287
jgi.p|Exode1|58,3109,pyruvate kinase activity,molecular_function,GO:0004743
jgi.p|Exode1|58,4261,glycolysis,biological_process,GO:0006096
jgi.p|Exode1|58,13801,potassium ion binding,molecular_function,GO:0030955
jgi.p|Exode1|58,2290,catalytic activity,molecular_function,GO:0003824
jgi.p|Exode1|62,21464,homoisocitrate dehydrogenase activity,molecular_function,GO:0047046
jgi.p|Exode1|66,8403,protein disulfide oxidoreductase activity,molecular_function,GO:0015035
jgi.p|Exode1|66,13177,outer membrane-bounded periplasmic space,cellular_component,GO:0030288
jgi.p|Exode1|66,2770,glutathione transferase activity,molecular_function,GO:0004364
jgi.p|Exode1|67,5830,metabolic process,biological_process,GO:0008152
jgi.p|Exode1|67,9710,oxidoreductase activity,molecular_function,GO:0016491
jgi.p|Exode1|68,2667,membrane dipeptidase activity,molecular_function,GO:0004237
jgi.p|Exode1|68,4639,proteolysis,biological_process,GO:0006508
jgi.p|Exode1|68,5911,dipeptidyl-peptidase activity,molecular_function,GO:0008239
jgi.p|Exode1|71,6667,biosynthetic process,biological_process,GO:0009058
jgi.p|Exode1|71,2315,3-deoxy-7-phosphoheptulonate synthase activity,molecular_function,GO:0003849
jgi.p|Exode1|71,6682,aromatic amino acid family biosynthetic process,biological_process,GO:0009073
jgi.p|Exode1|72,2572,4-alpha-glucanotransferase activity,molecular_function,GO:0004134
jgi.p|Exode1|72,2573,"amylo-alpha-1,6-glucosidase activity",molecular_function,GO:0004135
jgi.p|Exode1|72,4146,glycogen biosynthetic process,biological_process,GO:0005978
jgi.p|Exode1|72,2290,catalytic activity,molecular_function,GO:0003824
jgi.p|Exode1|75,3930,cytoplasm,cellular_component,GO:0005737
jgi.p|Exode1|75,4995,exocytosis,biological_process,GO:0006887
jgi.p|Exode1|75,22636,vesicle docking,biological_process,GO:0048278
jgi.p|Exode1|77,3782,extracellular region,cellular_component,GO:0005576
jgi.p|Exode1|80,3433,Rab GTPase activator activity,molecular_function,GO:0005097
jgi.p|Exode1|80,3827,intracellular,cellular_component,GO:0005622
jgi.p|Exode1|80,15148,regulation of Rab GTPase activity,biological_process,GO:0032313
jgi.p|Exode1|81,3736,ATP binding,molecular_function,GO:0005524
jgi.p|Exode1|81,162,nucleotide binding,molecular_function,GO:0000166
jgi.p|Exode1|81,10269,nucleoside-triphosphatase activity,molecular_function,GO:0017111
jgi.p|Exode1|83,3425,Rho guanyl-nucleotide exchange factor activity,molecular_function,GO:0005089
jgi.p|Exode1|83,3827,intracellular,cellular_component,GO:0005622
jgi.p|Exode1|83,17205,regulation of Rho protein signal transduction,biological_process,GO:0035023
jgi.p|Exode1|83,3421,guanyl-nucleotide exchange factor activity,molecular_function,GO:0005085
jgi.p|Exode1|83,5323,intracellular signaling cascade,biological_process,GO:0007242
jgi.p|Exode1|83,3727,protein binding,molecular_function,GO:0005515
jgi.p|Exode1|83,3930,cytoplasm,cellular_component,GO:0005737
jgi.p|Exode1|84,4639,proteolysis,biological_process,GO:0006508
jgi.p|Exode1|84,5906,cysteine-type peptidase activity,molecular_function,GO:0008234
jgi.p|Exode1|85,2290,catalytic activity,molecular_function,GO:0003824
jgi.p|Exode1|86,4143,carbohydrate metabolic process,biological_process,GO:0005975
jgi.p|Exode1|86,9821,"oxidoreductase activity, acting on CH-OH group of donors",molecular_function,GO:0016614
jgi.p|Exode1|86,2773,glycerol-3-phosphate dehydrogenase (NAD+) activity,molecular_function,GO:0004367
jgi.p|Exode1|86,4240,glycerol-3-phosphate metabolic process,biological_process,GO:0006072
jgi.p|Exode1|86,6928,glycerol-3-phosphate dehydrogenase complex,cellular_component,GO:0009331
jgi.p|Exode1|86,9710,oxidoreductase activity,molecular_function,GO:0016491
jgi.p|Exode1|86,3930,cytoplasm,cellular_component,GO:0005737
jgi.p|Exode1|86,9823,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,GO:0016616
jgi.p|Exode1|86,20607,glycerol-3-phosphate catabolic process,biological_process,GO:0046168
jgi.p|Exode1|86,24535,NAD binding,molecular_function,GO:0051287
jgi.p|Exode1|89,2888,monooxygenase activity,molecular_function,GO:0004497
jgi.p|Exode1|89,3721,iron ion binding,molecular_function,GO:0005506
jgi.p|Exode1|89,4283,electron transport,biological_process,GO:0006118
jgi.p|Exode1|89,12251,heme binding,molecular_function,GO:0020037
jgi.p|Exode1|89,6060,sterol 14-demethylase activity,molecular_function,GO:0008398
jgi.p|Exode1|90,8851,tetracycline:hydrogen antiporter activity,molecular_function,GO:0015520
jgi.p|Exode1|90,9211,tetracycline transport,biological_process,GO:0015904
jgi.p|Exode1|90,9321,integral to membrane,cellular_component,GO:0016021
jgi.p|Exode1|90,21106,response to antibiotic,biological_process,GO:0046677
jgi.p|Exode1|91,2989,phosphomannomutase activity,molecular_function,GO:0004615
jgi.p|Exode1|91,3930,cytoplasm,cellular_component,GO:0005737
jgi.p|Exode1|91,11573,mannose biosynthetic process,biological_process,GO:0019307
jgi.p|Exode1|91,2290,catalytic activity,molecular_function,GO:0003824
jgi.p|Exode1|91,5830,metabolic process,biological_process,GO:0008152
jgi.p|Exode1|92,5909,metallopeptidase activity,molecular_function,GO:0008237
jgi.p|Exode1|92,5939,zinc ion binding,molecular_function,GO:0008270
jgi.p|Exode1|92,9560,alanine aminopeptidase activity,molecular_function,GO:0016284
jgi.p|Exode1|93,3043,protein kinase activity,molecular_function,GO:0004672
jgi.p|Exode1|93,3736,ATP binding,molecular_function,GO:0005524
jgi.p|Exode1|93,4602,protein amino acid phosphorylation,biological_process,GO:0006468
jgi.p|Exode1|93,3045,protein serine/threonine kinase activity,molecular_function,GO:0004674
jgi.p|Exode1|93,3052,protein kinase CK2 activity,molecular_function,GO:0004682
jgi.p|Exode1|95,2843,isocitrate dehydrogenase (NAD+) activity,molecular_function,GO:0004449
jgi.p|Exode1|95,3931,mitochondrion,cellular_component,GO:0005739
jgi.p|Exode1|95,4264,tricarboxylic acid cycle,biological_process,GO:0006099
jgi.p|Exode1|95,2842,isocitrate dehydrogenase activity,molecular_function,GO:0004448
jgi.p|Exode1|97,3827,intracellular,cellular_component,GO:0005622
jgi.p|Exode1|97,5250,signal transduction,biological_process,GO:0007165
jgi.p|Exode1|99,2706,threonine endopeptidase activity,molecular_function,GO:0004298
jgi.p|Exode1|99,4024,proteasome core complex,cellular_component,GO:0005839
jgi.p|Exode1|99,4642,ubiquitin-dependent protein catabolic process,biological_process,GO:0006511
jgi.p|Exode1|99,2707,proteasome endopeptidase activity,molecular_function,GO:0004299
jgi.p|Exode1|100,2216,RNA binding,molecular_function,GO:0003723
jgi.p|Exode1|101,3935,mitochondrial inner membrane,cellular_component,GO:0005743
jgi.p|Exode1|101,5102,mitochondrion organization and biogenesis,biological_process,GO:0007005
jgi.p|Exode1|102,2658,metalloendopeptidase activity,molecular_function,GO:0004222
jgi.p|Exode1|102,4639,proteolysis,biological_process,GO:0006508
jgi.p|Exode1|102,5939,zinc ion binding,molecular_function,GO:0008270
jgi.p|Exode1|102,2290,catalytic activity,molecular_function,GO:0003824
jgi.p|Exode1|102,21295,metal ion binding,molecular_function,GO:0046872
jgi.p|Exode1|102,5909,metallopeptidase activity,molecular_function,GO:0008237
jgi.p|Exode1|104,4283,electron transport,biological_process,GO:0006118
jgi.p|Exode1|104,9710,oxidoreductase activity,molecular_function,GO:0016491
jgi.p|Exode1|104,2725,enoyl-[acyl-carrier-protein] reductase (NADH) activity,molecular_function,GO:0004318
jgi.p|Exode1|104,9838,enoyl-[acyl-carrier-protein] reductase activity,molecular_function,GO:0016631
jgi.p|Exode1|105,3043,protein kinase activity,molecular_function,GO:0004672
jgi.p|Exode1|105,3736,ATP binding,molecular_function,GO:0005524
jgi.p|Exode1|105,4602,protein amino acid phosphorylation,biological_process,GO:0006468
jgi.p|Exode1|105,3045,protein serine/threonine kinase activity,molecular_function,GO:0004674
jgi.p|Exode1|106,2176,DNA binding,molecular_function,GO:0003677
jgi.p|Exode1|106,2353,DNA-directed DNA polymerase activity,molecular_function,GO:0003887
jgi.p|Exode1|106,3838,nucleus,cellular_component,GO:0005634
jgi.p|Exode1|106,4421,DNA replication,biological_process,GO:0006260
jgi.p|Exode1|107,5765,N-acetyltransferase activity,molecular_function,GO:0008080
jgi.p|Exode1|107,5830,metabolic process,biological_process,GO:0008152
jgi.p|Exode1|108,2227,structural constituent of ribosome,molecular_function,GO:0003735
jgi.p|Exode1|108,3827,intracellular,cellular_component,GO:0005622
jgi.p|Exode1|108,4025,ribosome,cellular_component,GO:0005840
jgi.p|Exode1|108,4556,translation,biological_process,GO:0006412
jgi.p|Exode1|110,2706,threonine endopeptidase activity,molecular_function,GO:0004298
jgi.p|Exode1|110,4024,proteasome core complex,cellular_component,GO:0005839
jgi.p|Exode1|110,4642,ubiquitin-dependent protein catabolic process,biological_process,GO:0006511
jgi.p|Exode1|110,2707,proteasome endopeptidase activity,molecular_function,GO:0004299
jgi.p|Exode1|113,5830,metabolic process,biological_process,GO:0008152
jgi.p|Exode1|113,2290,catalytic activity,molecular_function,GO:0003824
jgi.p|Exode1|113,13044,molybdenum ion binding,molecular_function,GO:0030151
jgi.p|Exode1|113,13063,pyridoxal phosphate binding,molecular_function,GO:0030170
jgi.p|Exode1|117,2466,alcohol dehydrogenase activity,molecular_function,GO:0004022
jgi.p|Exode1|117,2467,"alcohol dehydrogenase activity, metal ion-independent",molecular_function,GO:0004023
jgi.p|Exode1|117,2468,"alcohol dehydrogenase activity, zinc-dependent",molecular_function,GO:0004024
jgi.p|Exode1|117,2469,"alcohol dehydrogenase activity, iron-dependent",molecular_function,GO:0004025
jgi.p|Exode1|119,2175,nucleic acid binding,molecular_function,GO:0003676
jgi.p|Exode1|119,3827,intracellular,cellular_component,GO:0005622
jgi.p|Exode1|119,5939,zinc ion binding,molecular_function,GO:0008270
jgi.p|Exode1|120,5830,metabolic process,biological_process,GO:0008152
jgi.p|Exode1|120,9710,oxidoreductase activity,molecular_function,GO:0016491
jgi.p|Exode1|120,247,C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity,molecular_function,GO:0000252
jgi.p|Exode1|120,248,3-keto sterol reductase activity,molecular_function,GO:0000253
jgi.p|Exode1|120,2477,aldo-keto reductase activity,molecular_function,GO:0004033
jgi.p|Exode1|120,2842,isocitrate dehydrogenase activity,molecular_function,GO:0004448
jgi.p|Exode1|120,2886,mevaldate reductase activity,molecular_function,GO:0004495
jgi.p|Exode1|120,6491,gluconate dehydrogenase activity,molecular_function,GO:0008875
jgi.p|Exode1|120,9508,steroid dehydrogenase activity,molecular_function,GO:0016229
jgi.p|Exode1|120,10761,epoxide dehydrogenase activity,molecular_function,GO:0018451
jgi.p|Exode1|120,10762,5-exo-hydroxycamphor dehydrogenase activity,molecular_function,GO:0018452
jgi.p|Exode1|120,10763,2-hydroxytetrahydrofuran dehydrogenase activity,molecular_function,GO:0018453
jgi.p|Exode1|120,15277,phenylcoumaran benzylic ether reductase activity,molecular_function,GO:0032442
jgi.p|Exode1|120,16590,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,GO:0033764
jgi.p|Exode1|120,16591,"steroid dehydrogenase activity, acting on the CH-CH group of donors",molecular_function,GO:0033765
jgi.p|Exode1|120,19178,(R)-2-hydroxyisocaproate dehydrogenase activity,molecular_function,GO:0043713
jgi.p|Exode1|120,22621,3-ketoglucose-reductase activity,molecular_function,GO:0048258
jgi.p|Exode1|120,25233,(R)-2-hydroxyglutarate dehydrogenase activity,molecular_function,GO:0051990
jgi.p|Exode1|122,8470,arsenite transmembrane transporter activity,molecular_function,GO:0015105
jgi.p|Exode1|122,9321,integral to membrane,cellular_component,GO:0016021
jgi.p|Exode1|123,5830,metabolic process,biological_process,GO:0008152
jgi.p|Exode1|123,5846,methyltransferase activity,molecular_function,GO:0008168
jgi.p|Exode1|124,2948,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",molecular_function,GO:0004571
jgi.p|Exode1|124,3724,calcium ion binding,molecular_function,GO:0005509
jgi.p|Exode1|124,9320,membrane,cellular_component,GO:0016020
jgi.p|Exode1|125,23799,2-aminomuconate deaminase activity,molecular_function,GO:0050540
jgi.p|Exode1|126,5830,metabolic process,biological_process,GO:0008152
jgi.p|Exode1|126,9710,oxidoreductase activity,molecular_function,GO:0016491
jgi.p|Exode1|126,21971,3-dehydrosphinganine reductase activity,molecular_function,GO:0047560
jgi.p|Exode1|130,4283,electron transport,biological_process,GO:0006118
jgi.p|Exode1|130,6664,electron carrier activity,molecular_function,GO:0009055
jgi.p|Exode1|130,24783,iron-sulfur cluster binding,molecular_function,GO:0051536
jgi.p|Exode1|130,4264,tricarboxylic acid cycle,biological_process,GO:0006099
jgi.p|Exode1|130,9710,oxidoreductase activity,molecular_function,GO:0016491
jgi.p|Exode1|130,5855,succinate dehydrogenase (ubiquinone) activity,molecular_function,GO:0008177
jgi.p|Exode1|132,5830,metabolic process,biological_process,GO:0008152
jgi.p|Exode1|132,9710,oxidoreductase activity,molecular_function,GO:0016491
jgi.p|Exode1|132,247,C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity,molecular_function,GO:0000252
jgi.p|Exode1|132,248,3-keto sterol reductase activity,molecular_function,GO:0000253
jgi.p|Exode1|132,2477,aldo-keto reductase activity,molecular_function,GO:0004033
jgi.p|Exode1|132,2842,isocitrate dehydrogenase activity,molecular_function,GO:0004448
jgi.p|Exode1|132,2886,mevaldate reductase activity,molecular_function,GO:0004495
jgi.p|Exode1|132,6491,gluconate dehydrogenase activity,molecular_function,GO:0008875
jgi.p|Exode1|132,9508,steroid dehydrogenase activity,molecular_function,GO:0016229
jgi.p|Exode1|132,10761,epoxide dehydrogenase activity,molecular_function,GO:0018451
jgi.p|Exode1|132,10762,5-exo-hydroxycamphor dehydrogenase activity,molecular_function,GO:0018452
jgi.p|Exode1|132,10763,2-hydroxytetrahydrofuran dehydrogenase activity,molecular_function,GO:0018453
jgi.p|Exode1|132,15277,phenylcoumaran benzylic ether reductase activity,molecular_function,GO:0032442
jgi.p|Exode1|132,16590,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,GO:0033764
jgi.p|Exode1|132,16591,"steroid dehydrogenase activity, acting on the CH-CH group of donors",molecular_function,GO:0033765
jgi.p|Exode1|132,19178,(R)-2-hydroxyisocaproate dehydrogenase activity,molecular_function,GO:0043713
jgi.p|Exode1|132,22621,3-ketoglucose-reductase activity,molecular_function,GO:0048258
jgi.p|Exode1|132,25233,(R)-2-hydroxyglutarate dehydrogenase activity,molecular_function,GO:0051990
jgi.p|Exode1|133,3736,ATP binding,molecular_function,GO:0005524
jgi.p|Exode1|133,10082,ATPase activity,molecular_function,GO:0016887
jgi.p|Exode1|133,162,nucleotide binding,molecular_function,GO:0000166
jgi.p|Exode1|133,10269,nucleoside-triphosphatase activity,molecular_function,GO:0017111
jgi.p|Exode1|133,4927,transport,biological_process,GO:0006810
jgi.p|Exode1|133,9321,integral to membrane,cellular_component,GO:0016021
jgi.p|Exode1|133,18135,"ATPase activity, coupled to transmembrane movement of substances",molecular_function,GO:0042626
jgi.p|Exode1|133,2450,ATP-dependent DNA helicase activity,molecular_function,GO:0004003
jgi.p|Exode1|133,2451,ATP-dependent RNA helicase activity,molecular_function,GO:0004004
jgi.p|Exode1|133,5716,ATP-dependent helicase activity,molecular_function,GO:0008026
jgi.p|Exode1|133,5778,DNA-dependent ATPase activity,molecular_function,GO:0008094
jgi.p|Exode1|133,5860,RNA-dependent ATPase activity,molecular_function,GO:0008186
jgi.p|Exode1|133,8800,protein-transmembrane transporting ATPase activity,molecular_function,GO:0015462
jgi.p|Exode1|133,10273,single-stranded DNA-dependent ATP-dependent DNA helicase activity,molecular_function,GO:0017116
jgi.p|Exode1|133,18132,"ATPase activity, coupled",molecular_function,GO:0042623
jgi.p|Exode1|133,18133,"ATPase activity, uncoupled",molecular_function,GO:0042624
jgi.p|Exode1|133,18134,"ATPase activity, coupled to transmembrane movement of ions",molecular_function,GO:0042625
jgi.p|Exode1|135,2175,nucleic acid binding,molecular_function,GO:0003676
jgi.p|Exode1|135,3827,intracellular,cellular_component,GO:0005622
jgi.p|Exode1|136,3043,protein kinase activity,molecular_function,GO:0004672
jgi.p|Exode1|136,3736,ATP binding,molecular_function,GO:0005524
jgi.p|Exode1|136,4602,protein amino acid phosphorylation,biological_process,GO:0006468
jgi.p|Exode1|136,3045,protein serine/threonine kinase activity,molecular_function,GO:0004674
jgi.p|Exode1|136,3052,protein kinase CK2 activity,molecular_function,GO:0004682
jgi.p|Exode1|137,9971,"phosphotransferase activity, alcohol group as acceptor",molecular_function,GO:0016773
jgi.p|Exode1|137,2825,inositol or phosphatidylinositol kinase activity,molecular_function,GO:0004428
jgi.p|Exode1|137,3708,binding,molecular_function,GO:0005488
jgi.p|Exode1|137,2826,1-phosphatidylinositol 4-kinase activity,molecular_function,GO:0004430
jgi.p|Exode1|139,4639,proteolysis,biological_process,GO:0006508
jgi.p|Exode1|139,5905,peptidase activity,molecular_function,GO:0008233
jgi.p|Exode1|139,18763,glutamate carboxypeptidase II activity,molecular_function,GO:0043275
jgi.p|Exode1|140,11807,propionate catabolic process,biological_process,GO:0019543
jgi.p|Exode1|140,21958,2-methylcitrate dehydratase activity,molecular_function,GO:0047547
